Refund,Marital Status,Taxable Income,Cheat
No,Married,129k,No
Yes,Single,59k,No
No,Single,232k,No
No,Single,228k,Yes
No,Married,229k,Yes
No,Married,154k,No
Yes,Single,73k,No
No,Divorced,163k,No
Yes,Divorced,137k,No
No,Single,78k,Yes
No,Married,148k,Yes
No,Divorced,187k,No
No,Divorced,74k,Yes
No,Divorced,241k,No
No,Married,190k,No
No,Single,65k,Yes
No,Single,82k,Yes
No,Divorced,240k,No
No,Divorced,232k,No
No,Divorced,131k,No
Yes,Single,128k,No
No,Married,207k,Yes
No,Married,109k,No
No,Married,142k,No
No,Divorced,190k,No
Yes,Single,97k,No
Yes,Married,181k,No
No,Single,92k,Yes
No,Divorced,166k,Yes
Yes,Single,177k,No
No,Married,218k,No
No,Single,55k,Yes
Yes,Single,167k,No
No,Married,223k,No
No,Married,73k,No
Yes,Divorced,194k,No
No,Divorced,244k,Yes
No,Divorced,116k,Yes
No,Single,221k,No
No,Married,235k,No
Yes,Married,246k,No
Yes,Single,74k,No
No,Divorced,124k,No
No,Single,157k,No
No,Single,234k,No
No,Married,175k,Yes
No,Married,123k,No
No,Single,207k,No
No,Single,76k,Yes
No,Married,106k,Yes
No,Divorced,166k,No
No,Divorced,74k,Yes
Yes,Married,235k,No
No,Divorced,115k,Yes
No,Divorced,72k,Yes
Yes,Divorced,94k,No
No,Divorced,112k,Yes
No,Divorced,190k,No
Yes,Single,236k,No
No,Married,178k,No
Yes,Married,63k,Yes
No,Divorced,172k,No
Yes,Married,158k,No
No,Divorced,110k,Yes
No,Single,182k,No
No,Single,186k,Yes
No,Single,158k,No
Yes,Married,127k,No
No,Divorced,192k,Yes
No,Married,127k,No
Yes,Single,113k,No
Yes,Married,128k,No
No,Single,234k,No
No,Divorced,115k,Yes
No,Married,219k,No
Yes,Single,248k,No
No,Single,223k,No
No,Divorced,113k,Yes
No,Single,121k,Yes
No,Single,224k,Yes
No,Divorced,230k,No
Yes,Married,120k,No
Yes,Divorced,142k,No
No,Married,170k,No
No,Single,175k,No
Yes,Married,131k,No
No,Single,64k,Yes
Yes,Married,140k,No
Yes,Divorced,79k,No
Yes,Single,180k,No
Yes,Single,190k,No
Yes,Single,240k,No
Yes,Single,180k,No
No,Married,176k,No
No,Single,146k,No
No,Divorced,138k,No
No,Married,156k,No
No,Married,171k,No
No,Single,67k,Yes
Yes,Married,164k,No
No,Married,95k,No
No,Single,197k,No
No,Single,210k,No
Yes,Married,151k,No
Yes,Married,140k,No
No,Married,156k,No
No,Single,119k,No
No,Single,198k,No
Yes,Married,234k,No
No,Married,129k,No
No,Divorced,173k,No
No,Married,219k,Yes
No,Single,97k,Yes
Yes,Single,246k,No
No,Divorced,224k,No
No,Divorced,182k,Yes
No,Divorced,160k,Yes
No,Single,244k,No
No,Divorced,190k,No
Yes,Single,212k,No
No,Single,227k,No
No,Married,111k,No
Yes,Divorced,174k,No
No,Married,235k,No
No,Married,110k,No
No,Single,81k,Yes
No,Married,139k,No
No,Married,137k,No
No,Divorced,213k,No
Yes,Single,166k,No
No,Married,199k,No
No,Married,133k,No
Yes,Single,180k,No
Yes,Married,62k,Yes
No,Single,59k,Yes
No,Single,185k,Yes
No,Married,212k,No
Yes,Single,238k,No
Yes,Married,141k,No
No,Divorced,149k,No
Yes,Single,155k,Yes
No,Married,155k,No
No,Divorced,208k,No
No,Married,209k,No
No,Married,90k,No
Yes,Married,92k,Yes
Yes,Single,141k,No
Yes,Married,113k,No
No,Single,141k,No
Yes,Single,196k,No
No,Married,52k,No
No,Single,188k,No
No,Married,75k,No
No,Married,95k,No
No,Single,89k,Yes
No,Single,84k,Yes
Yes,Married,217k,No
No,Married,144k,No
No,Single,215k,No
Yes,Divorced,98k,No
Yes,Single,131k,No
Yes,Married,59k,No
No,Married,53k,No
Yes,Single,192k,No
No,Divorced,59k,Yes
Yes,Single,214k,No
No,Married,119k,No
No,Divorced,215k,No
No,Married,67k,No
No,Single,112k,No
No,Single,233k,No
No,Married,241k,No
No,Married,159k,No
No,Single,118k,Yes
No,Single,65k,Yes
No,Single,72k,Yes
No,Single,207k,No
Yes,Single,165k,No
No,Married,145k,No
No,Single,116k,No
No,Divorced,132k,No
No,Divorced,70k,Yes
No,Divorced,119k,Yes
No,Single,197k,No
No,Divorced,224k,No
Yes,Single,192k,No
Yes,Married,190k,No
No,Divorced,226k,Yes
No,Married,105k,No
No,Married,237k,No
Yes,Single,235k,No
Yes,Married,95k,No
No,Single,70k,Yes
No,Married,50k,No
No,Married,197k,Yes
No,Single,217k,No
No,Single,106k,No
Yes,Single,124k,No
No,Married,81k,No
Yes,Single,222k,No
No,Married,214k,No
No,Single,128k,No
No,Single,161k,No
No,Single,189k,No
No,Single,229k,No
Yes,Married,99k,No
No,Single,236k,No
No,Married,81k,No
No,Married,243k,Yes
Yes,Single,74k,No
No,Single,127k,No
No,Married,208k,No
No,Divorced,171k,No
No,Married,75k,Yes
No,Single,190k,No
No,Divorced,235k,No
No,Married,117k,No
Yes,Single,118k,No
Yes,Married,219k,No
Yes,Married,209k,No
No,Divorced,137k,Yes
No,Divorced,52k,Yes
No,Divorced,88k,Yes
No,Single,171k,Yes
No,Single,77k,Yes
No,Married,130k,No
Yes,Married,245k,No
No,Married,228k,No
No,Single,224k,No
No,Single,70k,Yes
No,Married,241k,No
No,Married,58k,Yes
Yes,Married,54k,No
No,Married,64k,No
Yes,Married,230k,No
No,Divorced,101k,Yes
No,Single,119k,Yes
Yes,Married,62k,No
No,Single,165k,No
No,Divorced,119k,Yes
No,Married,213k,No
No,Married,81k,Yes
Yes,Married,248k,No
No,Married,120k,No
No,Single,135k,No
No,Married,86k,No
No,Divorced,163k,No
Yes,Single,236k,No
No,Single,197k,Yes
No,Single,157k,No
Yes,Married,89k,No
No,Married,64k,No
No,Married,190k,No
Yes,Married,62k,No
Yes,Single,187k,No
Yes,Single,222k,No
No,Divorced,160k,No
No,Single,163k,No
No,Married,146k,No
No,Single,51k,Yes
Yes,Single,119k,No
No,Single,112k,No
No,Married,132k,No
No,Single,154k,Yes
Yes,Single,98k,No
No,Married,90k,No
No,Single,153k,No
No,Married,97k,No
Yes,Married,197k,No
No,Single,140k,No
No,Married,195k,No
No,Married,66k,Yes
Yes,Divorced,203k,No
No,Married,64k,No
No,Divorced,180k,No
No,Single,91k,Yes
No,Divorced,58k,Yes
Yes,Single,69k,No
No,Single,122k,No
No,Single,180k,No
No,Single,208k,Yes
No,Married,53k,No
No,Married,187k,No
No,Married,163k,No
No,Single,168k,No
Yes,Married,145k,No
Yes,Married,136k,No
No,Single,146k,No
No,Married,112k,No
No,Single,150k,No
No,Married,168k,No
No,Married,245k,No
Yes,Married,57k,No
Yes,Single,51k,No
No,Married,95k,Yes
No,Single,132k,No
Yes,Married,188k,No
Yes,Married,189k,No
Yes,Divorced,61k,Yes
No,Single,82k,Yes
No,Divorced,225k,No
No,Single,200k,Yes
No,Married,240k,No
Yes,Single,198k,No
No,Divorced,222k,No
No,Divorced,99k,Yes
No,Married,221k,No
Yes,Married,97k,No
No,Married,152k,Yes
Yes,Married,216k,No
No,Single,150k,No
No,Divorced,159k,Yes
Yes,Single,109k,No
No,Married,231k,No
Yes,Single,193k,No
Yes,Single,168k,No
No,Single,117k,No
No,Married,128k,No
No,Married,228k,No
No,Single,116k,No
No,Married,63k,No
Yes,Single,236k,No
Yes,Married,227k,No
Yes,Single,119k,No
No,Married,77k,No
Yes,Single,125k,Yes
No,Single,216k,No
No,Married,74k,Yes
No,Married,86k,No
No,Single,164k,Yes
No,Single,52k,Yes
Yes,Married,191k,No
Yes,Married,126k,No
No,Divorced,225k,No
No,Single,131k,Yes
No,Divorced,102k,Yes
No,Single,203k,No
Yes,Divorced,242k,No
No,Single,122k,Yes
Yes,Single,222k,No
No,Divorced,178k,No
No,Married,176k,Yes
Yes,Married,192k,No
No,Single,106k,Yes
No,Married,106k,No
No,Married,85k,No
No,Single,79k,Yes
No,Divorced,62k,Yes
No,Single,183k,No
Yes,Single,119k,No
No,Married,236k,No
Yes,Married,74k,No
No,Divorced,129k,No
No,Single,106k,Yes
Yes,Single,161k,No
No,Married,89k,No
No,Single,248k,Yes
Yes,Single,229k,No
No,Divorced,70k,Yes
Yes,Married,121k,No
No,Single,176k,No
Yes,Single,242k,No
No,Single,70k,Yes
No,Married,70k,No
No,Divorced,64k,Yes
No,Single,180k,No
Yes,Single,122k,No
Yes,Single,110k,Yes
Yes,Divorced,74k,No
No,Married,181k,Yes
No,Married,134k,No
No,Married,212k,No
No,Single,86k,Yes
No,Single,106k,No
No,Married,174k,No
No,Married,132k,No
No,Divorced,177k,No
No,Married,183k,No
No,Married,219k,No
No,Married,109k,No
No,Married,151k,No
No,Married,194k,Yes
No,Married,242k,No
No,Divorced,217k,No
No,Married,162k,No
No,Single,111k,No
No,Single,225k,No
No,Single,50k,Yes
Yes,Single,77k,Yes
Yes,Married,232k,No
No,Single,186k,No
No,Married,101k,No
No,Single,148k,No
No,Married,179k,No
Yes,Single,112k,No
No,Married,162k,No
No,Single,71k,Yes
No,Married,240k,No
Yes,Single,95k,No
No,Divorced,133k,No
No,Married,75k,No
No,Married,165k,Yes
No,Married,136k,No
Yes,Single,156k,No
Yes,Single,136k,No
Yes,Divorced,164k,No
No,Married,129k,No
No,Single,114k,No
No,Married,87k,No
No,Single,169k,No
No,Single,149k,No
No,Single,73k,Yes
Yes,Single,123k,No
No,Married,191k,No
No,Married,168k,No
No,Married,136k,No
No,Married,168k,No
Yes,Married,205k,No
No,Single,115k,Yes
No,Divorced,194k,No
Yes,Married,60k,No
Yes,Divorced,244k,No
No,Single,88k,Yes
No,Single,89k,Yes
Yes,Divorced,71k,No
Yes,Married,84k,No
No,Single,90k,Yes
No,Married,81k,No
No,Single,85k,Yes
No,Divorced,104k,Yes
No,Married,160k,No
No,Married,228k,No
No,Married,187k,No
No,Single,80k,Yes
No,Single,134k,No
No,Divorced,62k,Yes
No,Single,166k,No
No,Married,68k,No
No,Single,194k,No
No,Divorced,159k,No
No,Single,121k,No
No,Divorced,121k,No
No,Single,205k,No
Yes,Divorced,172k,No
No,Divorced,247k,No
No,Single,117k,No
No,Single,249k,No
No,Married,174k,No
No,Divorced,163k,No
No,Single,182k,Yes
No,Married,68k,No
No,Divorced,201k,Yes
Yes,Divorced,132k,Yes
Yes,Married,57k,No
No,Married,211k,No
Yes,Married,131k,Yes
Yes,Married,239k,No
Yes,Married,167k,No
No,Married,115k,Yes
No,Single,64k,Yes
Yes,Single,229k,No
Yes,Single,167k,No
No,Single,226k,Yes
No,Single,69k,Yes
No,Divorced,137k,Yes
No,Married,177k,No
No,Divorced,71k,Yes
No,Married,94k,No
No,Married,183k,No
No,Single,129k,No
Yes,Married,79k,No
Yes,Single,71k,Yes
No,Single,187k,No
Yes,Divorced,180k,No
Yes,Single,160k,No
No,Married,55k,No
No,Single,184k,No
No,Divorced,90k,Yes
Yes,Married,233k,No
No,Married,224k,No
No,Single,223k,No
Yes,Single,119k,No
No,Single,163k,No
Yes,Single,145k,No
No,Married,141k,No
Yes,Single,147k,No
No,Married,146k,No
No,Single,113k,Yes
No,Married,215k,No
Yes,Divorced,135k,No
No,Married,239k,No
No,Single,151k,No
Yes,Single,103k,No
No,Single,168k,No
No,Single,137k,No
No,Married,194k,No
Yes,Single,53k,No
No,Divorced,205k,No
No,Single,87k,Yes
No,Single,174k,No
Yes,Married,85k,Yes
Yes,Single,153k,No
No,Single,147k,No
No,Single,182k,No
No,Divorced,105k,Yes
No,Single,61k,Yes
No,Married,213k,Yes
No,Single,244k,No
No,Married,245k,No
No,Married,210k,No
No,Single,94k,Yes
No,Single,135k,No
No,Single,199k,No
No,Single,79k,Yes
Yes,Single,201k,No
No,Single,195k,No
No,Divorced,191k,No
No,Divorced,112k,Yes
No,Divorced,181k,Yes
No,Married,197k,No
No,Married,58k,No
No,Married,140k,Yes
Yes,Married,240k,No
No,Married,76k,No
Yes,Divorced,200k,No
Yes,Married,154k,No
Yes,Divorced,103k,No
No,Married,123k,No
No,Single,128k,No
No,Married,111k,No
No,Single,60k,Yes
No,Single,199k,No
Yes,Single,198k,No
Yes,Single,184k,No
No,Married,175k,No
Yes,Divorced,240k,No
No,Single,96k,Yes
Yes,Divorced,135k,No
No,Single,220k,Yes
No,Single,147k,No
No,Single,149k,No
No,Married,242k,No
No,Single,234k,No
Yes,Divorced,176k,No
Yes,Divorced,60k,No
No,Single,239k,No
Yes,Married,178k,No
No,Married,119k,No
Yes,Divorced,227k,No
No,Married,214k,Yes
No,Single,239k,No
No,Divorced,107k,Yes
No,Divorced,131k,No
No,Divorced,165k,No
No,Married,82k,Yes
No,Divorced,92k,Yes
No,Single,222k,Yes
No,Married,208k,No
No,Single,107k,No
No,Single,199k,No
No,Married,179k,No
No,Single,217k,Yes
No,Married,96k,No
Yes,Divorced,63k,No
No,Married,134k,No
No,Married,71k,No
No,Married,168k,No
No,Single,208k,Yes
No,Married,236k,No
Yes,Single,133k,No
No,Married,50k,No
No,Single,246k,Yes
Yes,Single,93k,No
No,Single,149k,No
No,Married,206k,No
Yes,Single,104k,No
Yes,Divorced,125k,Yes
No,Divorced,237k,No
Yes,Single,80k,No
No,Single,99k,Yes
Yes,Single,243k,No
No,Married,146k,No
Yes,Single,142k,No
No,Married,124k,No
No,Married,52k,Yes
No,Divorced,195k,No
No,Single,50k,Yes
No,Single,179k,No
Yes,Single,244k,No
No,Divorced,194k,Yes
No,Married,211k,Yes
No,Married,69k,Yes
No,Divorced,212k,No
No,Married,58k,Yes
Yes,Single,175k,No
No,Single,102k,No
Yes,Married,113k,No
No,Single,177k,No
Yes,Married,175k,Yes
No,Single,120k,No
No,Single,96k,Yes
Yes,Divorced,164k,No
Yes,Divorced,185k,No
No,Married,69k,No
No,Divorced,181k,No
No,Single,135k,Yes
Yes,Divorced,165k,No
Yes,Divorced,134k,No
No,Married,241k,No
No,Divorced,200k,Yes
Yes,Married,61k,No
No,Married,139k,Yes
No,Married,102k,No
No,Married,98k,No
Yes,Single,127k,No
No,Single,168k,No
No,Single,179k,Yes
No,Single,84k,Yes
No,Married,74k,No
Yes,Divorced,208k,No
No,Married,98k,No
No,Married,120k,No
Yes,Divorced,227k,No
No,Single,181k,No
No,Married,110k,No
No,Married,54k,Yes
No,Single,66k,Yes
No,Married,87k,No
Yes,Single,61k,No
No,Divorced,82k,Yes
No,Married,155k,No
Yes,Married,132k,No
Yes,Single,68k,No
Yes,Married,212k,No
Yes,Single,74k,No
No,Single,75k,Yes
No,Married,222k,No
No,Single,178k,No
No,Married,220k,No
No,Single,106k,No
No,Married,68k,No
Yes,Married,167k,No
No,Divorced,56k,Yes
Yes,Married,170k,No
Yes,Divorced,66k,No
No,Married,208k,No
No,Married,77k,No
No,Divorced,82k,Yes
No,Married,189k,No
No,Married,73k,Yes
Yes,Single,150k,No
No,Married,102k,No
No,Single,52k,Yes
No,Married,101k,No
No,Married,164k,No
No,Divorced,156k,No
Yes,Single,178k,No
No,Married,135k,No
No,Divorced,134k,No
No,Divorced,119k,Yes
No,Single,153k,No
No,Married,61k,No
Yes,Married,174k,No
No,Married,53k,No
Yes,Divorced,199k,No
No,Single,141k,No
No,Divorced,200k,No
No,Married,218k,No
No,Divorced,93k,Yes
No,Single,218k,No
No,Married,222k,Yes
Yes,Single,213k,No
Yes,Single,78k,No
Yes,Single,174k,Yes
Yes,Married,61k,No
No,Married,234k,No
No,Single,52k,Yes
Yes,Divorced,79k,Yes
No,Single,184k,No
No,Single,183k,No
No,Single,103k,No
Yes,Single,92k,No
No,Divorced,121k,No
Yes,Divorced,51k,No
Yes,Married,72k,No
Yes,Divorced,116k,Yes
No,Single,163k,No
No,Married,241k,No
No,Married,61k,No
No,Married,70k,No
No,Divorced,169k,No
Yes,Married,98k,Yes
No,Divorced,71k,Yes
No,Married,173k,No
No,Married,225k,Yes
Yes,Divorced,104k,No
No,Married,118k,No
No,Single,102k,No
Yes,Married,249k,No
No,Divorced,204k,Yes
Yes,Single,244k,No
No,Married,157k,No
No,Single,148k,No
Yes,Single,71k,No
Yes,Single,55k,No
No,Single,248k,No
No,Married,221k,No
No,Divorced,138k,No
No,Single,181k,No
No,Single,225k,No
No,Married,211k,No
No,Single,182k,Yes
No,Single,130k,No
No,Single,178k,No
No,Married,138k,No
No,Married,173k,Yes
No,Married,100k,Yes
Yes,Married,94k,No
No,Single,118k,No
Yes,Married,146k,Yes
Yes,Divorced,242k,No
Yes,Single,51k,No
No,Divorced,117k,Yes
Yes,Divorced,140k,Yes
No,Married,229k,No
Yes,Single,232k,No
No,Single,57k,Yes
No,Single,170k,No
Yes,Single,147k,No
No,Married,173k,No
Yes,Divorced,164k,No
No,Divorced,60k,Yes
No,Single,97k,Yes
No,Single,215k,No
No,Single,76k,Yes
No,Single,96k,Yes
Yes,Married,207k,No
No,Single,76k,Yes
Yes,Single,98k,No
No,Married,210k,No
Yes,Single,200k,No
No,Divorced,234k,No
Yes,Single,137k,No
No,Married,174k,No
No,Single,186k,No
No,Divorced,157k,Yes
No,Divorced,75k,Yes
No,Single,105k,No
Yes,Married,141k,No
Yes,Single,187k,No
No,Married,200k,No
No,Married,210k,No
No,Married,147k,Yes
No,Single,246k,Yes
No,Married,153k,No
No,Married,67k,Yes
Yes,Divorced,189k,No
No,Divorced,66k,Yes
Yes,Married,173k,No
No,Divorced,113k,Yes
No,Single,158k,No
No,Single,184k,No
Yes,Divorced,150k,No
No,Divorced,223k,No
Yes,Married,90k,No
Yes,Divorced,122k,Yes
Yes,Single,196k,No
Yes,Single,153k,No
Yes,Single,146k,No
No,Divorced,125k,No
No,Single,51k,Yes
No,Single,92k,Yes
Yes,Single,247k,No
No,Single,244k,No
No,Single,184k,Yes
No,Married,65k,No
No,Married,60k,No
Yes,Married,244k,No
No,Married,83k,No
No,Married,243k,No
No,Single,71k,Yes
Yes,Divorced,129k,Yes
No,Single,212k,No
No,Divorced,96k,Yes
Yes,Married,182k,No
No,Single,134k,No
No,Single,189k,Yes
No,Married,75k,Yes
Yes,Single,231k,No
No,Single,150k,No
No,Married,88k,No
No,Married,102k,No
Yes,Married,162k,No
No,Married,118k,No
Yes,Single,61k,Yes
No,Divorced,156k,Yes
No,Single,141k,No
No,Married,202k,No
No,Divorced,208k,Yes
Yes,Divorced,221k,No
Yes,Married,197k,No
No,Married,78k,No
No,Single,167k,Yes
No,Married,160k,Yes
No,Married,168k,Yes
No,Divorced,81k,Yes
Yes,Single,231k,No
No,Divorced,68k,Yes
No,Divorced,173k,No
No,Married,182k,No
No,Single,121k,No
Yes,Divorced,201k,No
Yes,Single,239k,No
Yes,Single,163k,No
No,Single,141k,No
No,Single,210k,No
No,Divorced,149k,No
No,Single,195k,No
Yes,Divorced,121k,No
No,Married,88k,No
No,Married,236k,No
No,Married,60k,No
No,Married,68k,Yes
No,Single,200k,No
No,Single,73k,Yes
No,Divorced,223k,Yes
No,Divorced,200k,No
No,Single,222k,Yes
Yes,Married,228k,No
No,Married,205k,No
No,Single,151k,No
Yes,Single,82k,No
No,Married,160k,No
No,Single,220k,No
Yes,Single,114k,No
No,Married,171k,No
No,Single,182k,No
No,Single,66k,Yes
Yes,Married,212k,No
No,Married,108k,No
No,Married,144k,No
No,Single,233k,No
No,Married,128k,No
No,Single,174k,No
No,Married,169k,No
No,Married,245k,No
No,Married,219k,No
No,Single,109k,No
Yes,Single,158k,No
Yes,Married,87k,No
No,Divorced,128k,No
No,Married,232k,No
Yes,Divorced,128k,No
No,Married,175k,No
Yes,Divorced,129k,No
No,Married,106k,No
No,Single,169k,No
Yes,Single,83k,No
No,Married,85k,No
Yes,Single,87k,No
No,Single,185k,No
No,Single,118k,No
No,Married,119k,No
No,Single,94k,Yes
No,Married,216k,Yes
Yes,Married,106k,No
Yes,Single,244k,No
No,Single,69k,Yes
No,Married,153k,No
Yes,Single,69k,No
No,Married,229k,No
No,Single,124k,No
Yes,Single,131k,No
No,Single,248k,No
No,Single,68k,Yes
Yes,Single,169k,No
No,Married,159k,No
Yes,Married,184k,No
No,Married,166k,No
No,Married,199k,No
No,Married,106k,No
No,Married,189k,No
Yes,Divorced,93k,No
Yes,Married,240k,No
No,Married,171k,No
No,Divorced,243k,No
No,Single,245k,No
No,Married,200k,No
No,Single,94k,Yes
No,Divorced,209k,No
No,Married,142k,No
No,Single,224k,Yes
No,Married,102k,No
No,Single,226k,No
No,Divorced,74k,Yes
Yes,Single,107k,No
Yes,Single,88k,Yes
No,Married,242k,No
No,Married,149k,No
Yes,Married,202k,No
No,Married,171k,No
No,Married,245k,No
Yes,Single,96k,No
No,Married,182k,No
No,Single,106k,No
No,Married,59k,Yes
No,Married,130k,No
No,Single,226k,No
No,Married,177k,No
No,Single,215k,No
No,Divorced,237k,No
No,Married,208k,No
No,Single,83k,Yes
No,Married,199k,No
Yes,Single,66k,No
Yes,Married,223k,No
No,Single,111k,No
No,Divorced,191k,No
No,Married,122k,No
Yes,Married,175k,Yes
No,Married,76k,Yes
No,Single,97k,Yes
Yes,Divorced,200k,No
Yes,Married,106k,Yes
Yes,Single,240k,No
No,Single,198k,No
No,Divorced,67k,Yes
No,Divorced,117k,Yes
No,Single,68k,Yes
No,Married,75k,No
Yes,Married,214k,No
No,Married,227k,No
Yes,Married,90k,No
No,Divorced,166k,No
No,Married,94k,No
No,Single,145k,No
No,Single,104k,No
No,Single,97k,Yes
Yes,Divorced,162k,No
No,Divorced,102k,Yes
No,Married,217k,No
No,Married,155k,Yes
Yes,Divorced,186k,No
No,Single,159k,Yes
Yes,Married,242k,No
No,Single,142k,No
Yes,Single,188k,No
Yes,Married,115k,No
No,Single,92k,Yes
No,Divorced,63k,Yes
No,Single,56k,Yes
No,Single,229k,No
No,Married,209k,No
No,Divorced,211k,No
Yes,Single,131k,No
No,Single,94k,Yes
No,Single,142k,No
No,Divorced,129k,Yes
Yes,Single,98k,No
No,Divorced,179k,No
No,Married,104k,No
Yes,Single,78k,No
No,Single,122k,No
Yes,Single,76k,No
No,Single,51k,Yes
No,Married,84k,No
No,Married,143k,Yes
No,Single,200k,No
No,Divorced,55k,Yes
No,Divorced,218k,Yes
No,Single,210k,No
No,Married,175k,No
No,Single,155k,No
Yes,Single,118k,No
No,Married,179k,No
Yes,Married,187k,No
No,Married,107k,No
No,Married,147k,No
No,Single,106k,No
Yes,Divorced,92k,No
No,Divorced,196k,Yes
Yes,Married,61k,No
No,Married,104k,No
No,Single,182k,No
Yes,Single,243k,No
Yes,Single,106k,No
No,Single,158k,No
No,Single,140k,No
No,Divorced,79k,Yes
Yes,Divorced,205k,No
No,Married,91k,No
No,Single,87k,Yes
No,Married,178k,No
No,Married,189k,Yes
No,Single,214k,Yes
Yes,Single,168k,Yes
No,Divorced,66k,Yes
No,Single,198k,No
Yes,Single,92k,No
Yes,Single,156k,No
No,Married,97k,No
No,Single,66k,Yes
Yes,Single,194k,No
No,Single,242k,Yes
No,Married,55k,No
No,Single,134k,No
No,Single,154k,No
No,Married,213k,No
No,Married,119k,No
Yes,Married,141k,No
Yes,Divorced,74k,No
No,Single,201k,No
No,Single,210k,No
No,Single,189k,Yes
No,Divorced,122k,No
No,Married,203k,No
Yes,Married,247k,No
Yes,Single,92k,No
Yes,Married,178k,No
No,Single,236k,Yes
No,Married,230k,No
No,Single,87k,Yes
No,Divorced,55k,Yes
No,Single,158k,Yes
Yes,Married,168k,Yes
No,Single,205k,No
Yes,Married,226k,No
No,Married,219k,Yes
Yes,Single,204k,No
No,Married,101k,Yes
No,Single,55k,Yes
Yes,Married,108k,No
No,Single,144k,No
No,Single,95k,Yes
No,Single,136k,Yes
No,Married,249k,No
Yes,Married,64k,No
No,Married,180k,No
No,Divorced,144k,Yes
No,Married,213k,No
No,Divorced,52k,Yes
Yes,Married,80k,No
Yes,Divorced,223k,No
Yes,Single,204k,No
No,Married,240k,No
No,Married,169k,No
No,Single,135k,No
No,Married,145k,No
Yes,Single,131k,Yes
Yes,Married,145k,No
Yes,Divorced,60k,No
No,Married,121k,No
No,Single,187k,No
Yes,Married,71k,No
Yes,Single,133k,Yes
Yes,Single,157k,No
No,Married,58k,No
Yes,Married,158k,No
No,Married,191k,No
No,Single,215k,No
No,Single,50k,Yes
Yes,Single,208k,No
Yes,Married,161k,No
No,Single,142k,Yes
No,Single,191k,No
No,Married,223k,No
No,Divorced,205k,No
Yes,Single,63k,No
No,Married,184k,No
No,Single,123k,No
No,Single,186k,No
Yes,Single,63k,No
No,Divorced,165k,No
No,Single,231k,Yes
Yes,Married,90k,Yes
No,Married,67k,No
Yes,Married,232k,No
No,Single,94k,Yes
No,Married,162k,No
Yes,Single,221k,No
Yes,Single,74k,No
Yes,Divorced,243k,No
Yes,Married,58k,No
No,Single,60k,Yes
No,Divorced,138k,No
No,Single,80k,Yes
No,Single,156k,Yes
No,Married,111k,No
Yes,Single,63k,No
No,Single,166k,No
Yes,Married,221k,No
Yes,Married,199k,No
No,Divorced,69k,Yes
Yes,Married,217k,No
No,Married,235k,No
No,Married,177k,No
No,Married,225k,No
No,Single,158k,No
No,Married,231k,No
No,Divorced,75k,Yes
Yes,Single,55k,No
No,Single,171k,No
Yes,Married,101k,No
No,Married,132k,No
No,Married,105k,No
Yes,Married,239k,No
No,Married,110k,No
No,Married,84k,No
Yes,Married,215k,No
No,Single,168k,No
Yes,Single,161k,Yes
No,Single,66k,Yes
No,Single,123k,No
No,Single,188k,No
No,Divorced,111k,Yes
No,Married,112k,No
Yes,Married,183k,No
No,Divorced,58k,Yes
Yes,Married,164k,No
No,Married,136k,No
No,Married,212k,No
No,Divorced,161k,No
No,Divorced,52k,Yes
No,Single,52k,Yes
Yes,Single,118k,No
No,Married,112k,No
No,Married,163k,No
No,Married,146k,Yes
No,Divorced,182k,No
Yes,Married,122k,No
Yes,Single,91k,No
No,Single,97k,Yes
Yes,Married,201k,No
No,Divorced,228k,No
No,Married,213k,No
No,Married,108k,No
Yes,Single,110k,No
Yes,Single,136k,No
Yes,Married,171k,No
No,Divorced,205k,No
No,Single,98k,Yes
